iter	Passed	Remaining
0	6761	3374163
1	14458	3600215
2	22224	3681824
3	30416	3771647
4	37973	3759357
5	41684	3431997
6	49659	3497441
7	57443	3532763
8	65380	3566881
9	71602	3508546
10	77461	3443508
11	83651	3401843
12	90013	3372030
